subj,trial,S,R,RT,correct,instruction
scat,797,1,1,0.3901,TRUE,neutral
scat,798,1,1,0.4229,TRUE,accuracy
scat,799,2,2,0.4809,TRUE,accuracy
scat,800,2,2,0.4925,TRUE,neutral
scat,801,2,2,0.5077,TRUE,accuracy
scat,802,1,1,0.4561,TRUE,speed
scat,803,2,2,0.475,TRUE,accuracy
scat,804,1,1,0.6852,TRUE,accuracy
scat,805,1,1,0.4247,TRUE,neutral
scat,806,1,1,0.4945,TRUE,neutral
scat,807,1,2,0.9958,FALSE,speed
scat,808,2,1,0.41,FALSE,accuracy
scat,809,2,2,0.4238,TRUE,accuracy
scat,810,1,1,0.3349,TRUE,speed
scat,811,1,1,0.5102,TRUE,speed
scat,812,1,1,0.3707,TRUE,accuracy
scat,813,1,1,0.3495,TRUE,speed
scat,814,2,2,0.3704,TRUE,accuracy
scat,815,2,1,0.5143,FALSE,accuracy
scat,816,2,2,0.4197,TRUE,neutral
scat,817,2,2,0.4942,TRUE,speed
scat,818,2,2,0.4034,TRUE,neutral
scat,819,2,2,0.4363,TRUE,speed
scat,820,2,1,0.4491,FALSE,speed
scat,821,2,2,0.4055,TRUE,accuracy
scat,822,1,1,0.3645,TRUE,speed
scat,823,2,2,0.361,TRUE,accuracy
scat,824,1,1,0.386,TRUE,accuracy
scat,825,2,2,0.4778,TRUE,accuracy
scat,826,2,2,0.4692,TRUE,accuracy
scat,827,1,1,0.6039,TRUE,accuracy
scat,828,2,1,0.4994,FALSE,accuracy
scat,829,1,1,0.4222,TRUE,neutral
scat,830,2,1,0.4658,FALSE,speed
scat,831,1,1,0.4191,TRUE,neutral
scat,832,2,2,0.7623,TRUE,accuracy
scat,833,2,1,0.3529,FALSE,speed
scat,834,1,1,0.4683,TRUE,neutral
scat,835,2,1,0.489,FALSE,speed
scat,836,1,1,0.3901,TRUE,speed
scat,837,1,1,0.3977,TRUE,accuracy
scat,838,2,2,0.4471,TRUE,speed
scat,839,1,1,0.3572,TRUE,speed
scat,840,1,1,0.4988,TRUE,neutral
scat,841,1,1,0.5008,TRUE,speed
scat,842,2,2,0.6149,TRUE,accuracy
scat,843,1,1,0.404,TRUE,accuracy
scat,844,1,2,0.4142,FALSE,accuracy
scat,845,2,1,0.5275,FALSE,neutral
scat,846,2,2,0.4308,TRUE,speed
scat,847,1,1,0.4879,TRUE,accuracy
scat,848,1,1,0.4863,TRUE,speed
scat,849,2,2,0.3993,TRUE,speed
scat,850,1,1,0.3616,TRUE,neutral
ta5t,1,1,1,0.5127,TRUE,accuracy
ta5t,2,1,1,0.4773,TRUE,accuracy
ta5t,3,1,1,0.4723,TRUE,accuracy
ta5t,4,1,1,0.4174,TRUE,speed
ta5t,5,1,1,0.3024,TRUE,speed
ta5t,6,2,2,0.4309,TRUE,accuracy
ta5t,7,1,1,0.3483,TRUE,accuracy
ta5t,8,2,1,0.3004,FALSE,speed
ta5t,9,2,2,0.4343,TRUE,speed
ta5t,10,1,1,0.3825,TRUE,neutral
ta5t,11,1,1,0.3676,TRUE,accuracy
ta5t,12,2,2,0.3935,TRUE,speed
ta5t,13,2,2,0.3634,TRUE,speed
ta5t,14,2,2,0.3796,TRUE,neutral
ta5t,15,1,1,0.288,TRUE,speed
ta5t,16,1,1,0.3284,TRUE,accuracy
ta5t,17,1,1,0.4005,TRUE,neutral
ta5t,18,1,1,0.2787,TRUE,speed
ta5t,19,1,1,0.3252,TRUE,speed
ta5t,20,1,1,0.3139,TRUE,speed
ta5t,21,2,2,0.2683,TRUE,speed
ta5t,22,2,2,0.5892,TRUE,accuracy
ta5t,23,2,2,0.4524,TRUE,neutral
ta5t,24,2,2,0.4508,TRUE,speed
ta5t,25,2,2,0.4244,TRUE,accuracy
ta5t,26,1,1,0.3836,TRUE,neutral
ta5t,27,2,2,0.3401,TRUE,accuracy
ta5t,28,1,1,0.4282,TRUE,accuracy
ta5t,29,2,2,0.3673,TRUE,speed
ta5t,30,1,1,0.3357,TRUE,speed
ta5t,31,2,2,0.3531,TRUE,neutral
ta5t,32,1,1,0.3198,TRUE,neutral
ta5t,33,1,1,0.3132,TRUE,speed
ta5t,34,1,1,0.3621,TRUE,neutral
ta5t,35,1,1,0.3366,TRUE,accuracy
ta5t,36,1,1,0.3437,TRUE,accuracy
ta5t,37,1,1,0.3353,TRUE,accuracy
ta5t,38,2,2,0.3913,TRUE,neutral
ta5t,39,1,1,0.3549,TRUE,neutral
ta5t,40,1,1,0.3345,TRUE,speed
ta5t,41,1,1,0.3346,TRUE,neutral
ta5t,42,1,1,0.5816,TRUE,speed
ta5t,43,2,1,0.3244,FALSE,speed
ta5t,44,1,1,0.3886,TRUE,accuracy
ta5t,45,1,1,0.5195,TRUE,speed
ta5t,46,2,2,0.4772,TRUE,neutral
ta5t,47,2,1,0.4498,FALSE,accuracy
ta5t,48,1,1,0.4962,TRUE,speed
ta5t,49,2,2,0.4132,TRUE,neutral
ta5t,50,1,1,0.3703,TRUE,speed
ta5t,51,2,2,0.3912,TRUE,neutral
ta5t,52,1,1,0.4005,TRUE,neutral
ta5t,53,2,2,0.3854,TRUE,speed
ta5t,54,2,2,0.4183,TRUE,neutral
ta5t,55,1,1,0.4043,TRUE,neutral
ta5t,56,1,1,0.3957,TRUE,neutral
ta5t,57,1,1,0.4236,TRUE,neutral
ta5t,58,1,1,0.5324,TRUE,accuracy
ta5t,59,2,2,0.3644,TRUE,neutral
ta5t,60,2,2,0.4005,TRUE,speed
ta5t,61,1,1,0.5385,TRUE,speed
ta5t,62,2,2,0.4293,TRUE,accuracy
ta5t,63,1,1,0.4776,TRUE,neutral
ta5t,64,1,1,0.4171,TRUE,neutral
ta5t,65,2,2,0.3689,TRUE,speed
ta5t,66,2,2,0.5295,TRUE,neutral
ta5t,67,2,2,0.4097,TRUE,accuracy
ta5t,68,2,1,0.6001,FALSE,accuracy
ta5t,69,2,2,0.5478,TRUE,neutral
ta5t,70,2,2,0.6718,TRUE,accuracy
ta5t,71,2,2,0.4656,TRUE,accuracy
ta5t,72,2,2,0.5709,TRUE,accuracy
ta5t,73,1,1,0.5764,TRUE,neutral
ta5t,74,1,1,0.5528,TRUE,speed
ta5t,75,2,2,0.4169,TRUE,accuracy
ta5t,76,1,1,0.4027,TRUE,speed
ta5t,77,2,2,0.3108,TRUE,speed
ta5t,78,2,2,0.5855,TRUE,neutral
ta5t,79,1,1,0.3277,TRUE,speed
ta5t,80,2,2,0.5436,TRUE,accuracy
ta5t,81,2,2,0.3795,TRUE,speed
ta5t,82,2,2,0.4093,TRUE,neutral
ta5t,83,1,1,0.4593,TRUE,accuracy
ta5t,84,1,1,0.3953,TRUE,speed
ta5t,85,2,1,0.3927,FALSE,accuracy
ta5t,86,2,2,0.6202,TRUE,speed
ta5t,87,2,2,0.512,TRUE,speed
ta5t,88,1,1,0.563,TRUE,neutral
ta5t,89,2,2,1.0503,TRUE,accuracy
ta5t,90,2,2,0.8765,TRUE,accuracy
ta5t,91,1,1,0.3914,TRUE,speed
ta5t,92,1,1,0.4784,TRUE,accuracy
ta5t,93,1,1,0.6267,TRUE,accuracy
ta5t,94,2,2,0.4584,TRUE,speed
ta5t,95,1,1,0.5683,TRUE,neutral
ta5t,96,1,1,0.6542,TRUE,neutral
ta5t,97,1,1,0.4245,TRUE,speed
ta5t,98,2,2,0.458,TRUE,accuracy
ta5t,99,2,2,0.5263,TRUE,speed
ta5t,100,1,1,0.4409,TRUE,accuracy
ta5t,101,1,1,0.4353,TRUE,accuracy
ta5t,102,1,1,0.5854,TRUE,neutral
ta5t,103,1,1,0.568,TRUE,accuracy
ta5t,104,1,1,0.5049,TRUE,neutral
ta5t,105,1,1,0.4107,TRUE,speed
ta5t,106,2,2,0.4006,TRUE,accuracy
ta5t,107,2,2,0.6217,TRUE,neutral
ta5t,108,1,1,0.4382,TRUE,accuracy
ta5t,109,1,1,0.5369,TRUE,neutral
ta5t,110,2,2,0.3911,TRUE,speed
ta5t,111,1,1,0.5203,TRUE,neutral
ta5t,112,1,1,0.4212,TRUE,speed
ta5t,113,2,1,0.3408,FALSE,speed
ta5t,114,1,1,0.4352,TRUE,neutral
ta5t,115,2,2,0.4551,TRUE,accuracy
ta5t,116,2,2,0.3915,TRUE,neutral
ta5t,117,1,1,0.5843,TRUE,accuracy
ta5t,118,2,2,0.8102,TRUE,neutral
ta5t,119,1,1,0.4406,TRUE,speed
ta5t,120,1,1,0.3802,TRUE,speed
ta5t,121,2,2,0.595,TRUE,neutral
ta5t,122,2,2,0.5865,TRUE,neutral
ta5t,123,2,2,0.485,TRUE,accuracy
ta5t,124,1,1,0.3708,TRUE,speed
ta5t,125,1,1,0.4105,TRUE,speed
ta5t,126,1,1,0.3382,TRUE,speed
ta5t,127,1,1,0.4536,TRUE,accuracy
ta5t,128,1,1,0.4078,TRUE,neutral
ta5t,129,1,1,0.3964,TRUE,speed
ta5t,130,1,1,0.4011,TRUE,neutral
ta5t,131,2,2,0.5544,TRUE,neutral
ta5t,132,2,2,0.5264,TRUE,neutral
ta5t,133,1,1,0.4407,TRUE,speed
ta5t,134,2,2,0.4083,TRUE,speed
ta5t,135,2,2,0.3208,TRUE,speed
ta5t,136,2,2,0.6123,TRUE,accuracy
ta5t,137,1,1,0.5108,TRUE,speed
ta5t,138,2,2,0.375,TRUE,speed
ta5t,139,1,1,0.4025,TRUE,accuracy
ta5t,140,1,1,0.5837,TRUE,accuracy
ta5t,141,2,2,0.5398,TRUE,accuracy
ta5t,142,2,2,0.4337,TRUE,neutral
ta5t,143,2,2,0.4191,TRUE,accuracy
ta5t,144,2,2,0.541,TRUE,accuracy
ta5t,145,2,2,0.4422,TRUE,neutral
ta5t,146,1,1,0.4254,TRUE,neutral
ta5t,147,2,2,0.3865,TRUE,speed
ta5t,148,2,2,0.7914,TRUE,accuracy
ta5t,149,1,1,0.4123,TRUE,accuracy
ta5t,150,1,1,0.5003,TRUE,neutral
ta5t,151,2,2,0.4153,TRUE,speed
ta5t,152,2,2,0.2931,TRUE,speed
ta5t,153,2,2,0.3875,TRUE,accuracy
ta5t,154,1,1,0.4176,TRUE,neutral
ta5t,155,1,1,0.3776,TRUE,neutral
ta5t,156,2,2,0.3158,TRUE,speed
ta5t,157,2,2,0.5613,TRUE,accuracy
ta5t,158,1,1,0.5279,TRUE,neutral
ta5t,159,2,2,0.4577,TRUE,accuracy
ta5t,160,1,1,0.4371,TRUE,accuracy
ta5t,161,2,2,0.4729,TRUE,accuracy
ta5t,162,1,2,0.3411,FALSE,speed
ta5t,163,2,2,0.6109,TRUE,accuracy
ta5t,164,1,1,0.4796,TRUE,accuracy
ta5t,165,1,1,0.3999,TRUE,neutral
ta5t,166,1,1,0.4317,TRUE,neutral
ta5t,167,2,1,0.2913,FALSE,speed
ta5t,168,2,2,0.3513,TRUE,speed
ta5t,169,2,2,0.5296,TRUE,neutral
ta5t,170,2,2,0.4615,TRUE,speed
ta5t,171,2,2,0.4727,TRUE,neutral
ta5t,172,1,1,0.4527,TRUE,neutral
ta5t,173,2,2,0.4016,TRUE,speed
ta5t,174,2,1,0.5184,FALSE,neutral
ta5t,175,1,1,0.4259,TRUE,speed
ta5t,176,1,1,0.4299,TRUE,neutral
ta5t,177,1,1,0.3711,TRUE,neutral
ta5t,178,2,2,0.4819,TRUE,neutral
ta5t,179,1,1,0.4214,TRUE,neutral
ta5t,180,2,2,0.3969,TRUE,neutral
ta5t,181,2,2,0.7189,TRUE,neutral
ta5t,182,2,2,0.5539,TRUE,accuracy
ta5t,183,2,2,0.703,TRUE,accuracy
ta5t,184,1,1,0.3935,TRUE,speed
ta5t,185,1,2,0.325,FALSE,speed
ta5t,186,2,2,0.5328,TRUE,neutral
ta5t,187,2,2,0.5078,TRUE,neutral
ta5t,188,2,2,0.4997,TRUE,neutral
ta5t,189,1,1,0.3875,TRUE,neutral
ta5t,190,1,1,0.4177,TRUE,accuracy
ta5t,191,1,1,0.5897,TRUE,speed
ta5t,192,1,1,0.4432,TRUE,accuracy
ta5t,193,2,2,0.5454,TRUE,accuracy
ta5t,194,1,1,0.363,TRUE,speed
ta5t,195,2,2,0.4066,TRUE,accuracy
ta5t,196,1,2,0.309,FALSE,speed
ta5t,197,2,2,0.4289,TRUE,accuracy
ta5t,198,2,2,0.6789,TRUE,accuracy
ta5t,199,2,2,0.3354,TRUE,speed
ta5t,200,1,1,0.378,TRUE,speed
ta5t,201,1,1,0.3851,TRUE,speed
ta5t,202,1,1,0.4154,TRUE,neutral
ta5t,203,1,1,0.2866,TRUE,speed
ta5t,204,1,1,0.4112,TRUE,neutral
ta5t,205,1,2,0.4084,FALSE,neutral
ta5t,206,2,2,0.8079,TRUE,neutral
ta5t,207,1,1,0.4167,TRUE,neutral
ta5t,208,1,1,0.4624,TRUE,accuracy
ta5t,209,1,1,0.4784,TRUE,accuracy
ta5t,210,2,2,0.4401,TRUE,neutral
ta5t,211,1,1,0.4521,TRUE,accuracy
ta5t,212,1,1,0.5496,TRUE,accuracy
ta5t,213,1,1,0.4209,TRUE,neutral
ta5t,214,2,2,0.3826,TRUE,speed
ta5t,215,1,1,0.3544,TRUE,speed
ta5t,216,2,2,0.4225,TRUE,neutral
ta5t,217,1,1,0.4872,TRUE,accuracy
ta5t,218,2,2,0.5251,TRUE,accuracy
ta5t,219,2,2,0.6565,TRUE,accuracy
ta5t,220,1,1,0.5049,TRUE,accuracy
ta5t,221,2,2,0.3555,TRUE,speed
ta5t,222,2,2,0.5057,TRUE,neutral
ta5t,223,2,2,0.6793,TRUE,neutral
ta5t,224,2,2,0.5469,TRUE,accuracy
ta5t,225,1,1,0.357,TRUE,speed
ta5t,226,1,1,0.5089,TRUE,speed
ta5t,227,1,1,0.4676,TRUE,accuracy
ta5t,228,2,2,0.5529,TRUE,neutral
ta5t,229,2,2,0.3491,TRUE,speed
ta5t,230,2,2,0.3307,TRUE,speed
ta5t,231,2,2,0.5545,TRUE,speed
ta5t,232,2,2,0.5312,TRUE,accuracy
ta5t,233,1,1,0.4661,TRUE,speed
ta5t,234,1,1,0.4252,TRUE,speed
ta5t,235,1,1,0.5074,TRUE,neutral
ta5t,236,2,2,0.3766,TRUE,speed
ta5t,237,2,2,0.3448,TRUE,speed
ta5t,238,2,2,0.5167,TRUE,accuracy
ta5t,239,1,1,0.4519,TRUE,speed
ta5t,240,2,1,0.4874,FALSE,speed
ta5t,241,1,1,0.456,TRUE,speed
ta5t,242,1,1,0.5413,TRUE,accuracy
ta5t,243,2,2,0.5932,TRUE,accuracy
ta5t,244,1,2,0.3452,FALSE,speed
ta5t,245,1,1,0.5557,TRUE,neutral
ta5t,246,1,1,0.8823,TRUE,accuracy
ta5t,247,1,1,0.3448,TRUE,speed
ta5t,248,1,1,0.7541,TRUE,neutral
ta5t,249,2,2,0.4056,TRUE,speed
ta5t,250,2,2,0.4777,TRUE,accuracy
ta5t,251,1,1,0.4267,TRUE,accuracy
ta5t,252,1,1,0.4108,TRUE,neutral
ta5t,253,1,1,0.303,TRUE,speed
ta5t,254,2,1,0.3694,FALSE,speed
ta5t,255,2,2,0.7914,TRUE,accuracy
ta5t,256,1,1,0.4998,TRUE,accuracy
ta5t,257,1,1,0.4203,TRUE,speed
ta5t,258,1,1,0.3532,TRUE,speed
ta5t,259,2,2,0.4715,TRUE,neutral
ta5t,260,1,1,0.4421,TRUE,accuracy
ta5t,261,1,1,0.5752,TRUE,neutral
ta5t,262,2,2,0.4746,TRUE,accuracy
ta5t,263,2,2,0.4631,TRUE,accuracy
ta5t,264,1,1,1.2108,TRUE,neutral
ta5t,265,2,2,0.4197,TRUE,speed
ta5t,266,1,1,0.3946,TRUE,neutral
ta5t,267,2,2,0.6315,TRUE,accuracy
ta5t,268,1,1,0.4883,TRUE,accuracy
ta5t,269,2,2,0.36,TRUE,speed
ta5t,270,1,1,0.5417,TRUE,accuracy
ta5t,271,2,2,0.4043,TRUE,speed
ta5t,272,2,2,0.5846,TRUE,accuracy
ta5t,273,1,1,0.5317,TRUE,accuracy
ta5t,274,2,2,0.5309,TRUE,accuracy
ta5t,275,2,2,0.3951,TRUE,speed
ta5t,276,2,2,0.74,TRUE,accuracy
ta5t,277,2,1,0.3344,FALSE,speed
ta5t,278,1,1,0.3706,TRUE,speed
ta5t,279,2,2,0.8278,TRUE,accuracy
ta5t,280,2,2,0.6151,TRUE,neutral
ta5t,281,1,1,0.4424,TRUE,neutral
ta5t,282,1,1,0.5066,TRUE,accuracy
ta5t,283,2,2,0.3547,TRUE,speed
ta5t,284,1,1,0.3009,TRUE,speed
ta5t,285,1,1,0.4991,TRUE,accuracy
ta5t,286,2,2,0.6427,TRUE,neutral
ta5t,287,1,1,0.3362,TRUE,speed
ta5t,288,2,2,0.6109,TRUE,neutral
ta5t,289,2,2,0.3686,TRUE,speed
ta5t,290,2,2,0.4174,TRUE,neutral
ta5t,291,2,2,0.4249,TRUE,neutral
ta5t,292,2,2,0.7011,TRUE,accuracy
ta5t,293,2,2,0.5119,TRUE,accuracy
ta5t,294,1,1,0.5488,TRUE,accuracy
ta5t,295,2,2,0.6084,TRUE,neutral
ta5t,296,1,1,0.4682,TRUE,speed
ta5t,297,1,1,0.5712,TRUE,accuracy
ta5t,298,1,1,0.4942,TRUE,neutral
ta5t,299,1,1,0.4256,TRUE,accuracy
ta5t,300,2,2,0.4046,TRUE,speed
ta5t,301,2,2,0.4221,TRUE,neutral
ta5t,302,1,1,0.3754,TRUE,accuracy
ta5t,303,1,1,0.5136,TRUE,neutral
ta5t,304,1,1,0.3668,TRUE,speed
ta5t,305,2,2,0.4587,TRUE,neutral
ta5t,306,2,2,0.498,TRUE,speed
ta5t,307,1,1,0.3818,TRUE,speed
ta5t,308,1,1,0.3618,TRUE,speed
ta5t,309,1,1,0.3951,TRUE,speed
ta5t,310,2,2,0.7113,TRUE,accuracy
ta5t,311,2,2,0.3753,TRUE,speed
ta5t,312,1,1,0.5363,TRUE,accuracy
ta5t,313,1,1,0.4035,TRUE,speed
ta5t,314,2,2,0.4168,TRUE,speed
ta5t,315,2,2,0.4813,TRUE,neutral
ta5t,316,1,1,0.5413,TRUE,accuracy
ta5t,317,2,2,0.567,TRUE,accuracy
ta5t,318,2,2,0.3354,TRUE,speed
ta5t,319,2,2,0.559,TRUE,accuracy
ta5t,320,1,2,0.4089,FALSE,speed
ta5t,321,2,2,0.8796,TRUE,accuracy
ta5t,322,2,2,0.5646,TRUE,accuracy
ta5t,323,1,1,0.5459,TRUE,accuracy
ta5t,324,1,1,0.5445,TRUE,neutral
ta5t,325,2,2,0.6227,TRUE,accuracy
ta5t,326,2,2,0.2803,TRUE,speed
ta5t,327,1,1,0.3742,TRUE,speed
ta5t,328,1,1,0.3864,TRUE,speed
ta5t,329,2,2,0.3373,TRUE,speed
ta5t,330,2,2,0.693,TRUE,accuracy
ta5t,331,2,2,0.3283,TRUE,speed
ta5t,332,2,2,0.5303,TRUE,neutral
ta5t,333,1,2,0.3016,FALSE,speed
ta5t,334,2,2,0.646,TRUE,accuracy
ta5t,335,2,2,0.4153,TRUE,speed
ta5t,336,1,1,0.4582,TRUE,neutral
ta5t,337,2,2,0.4447,TRUE,neutral
ta5t,338,2,2,0.3391,TRUE,speed
ta5t,339,1,2,0.4136,FALSE,speed
ta5t,340,1,1,0.554,TRUE,accuracy
ta5t,341,2,2,0.5393,TRUE,accuracy
ta5t,342,2,2,0.3668,TRUE,speed
ta5t,343,1,1,0.413,TRUE,speed
ta5t,344,1,1,0.4695,TRUE,neutral
ta5t,345,2,2,0.3348,TRUE,speed
ta5t,346,1,1,0.3923,TRUE,speed
ta5t,347,1,1,0.5174,TRUE,accuracy
ta5t,348,2,2,0.3797,TRUE,speed
ta5t,349,2,1,0.4099,FALSE,speed
ta5t,350,1,1,0.3657,TRUE,speed
ta5t,351,1,1,0.4698,TRUE,accuracy
ta5t,352,2,1,0.3419,FALSE,speed
ta5t,353,1,1,0.5922,TRUE,neutral
ta5t,354,2,2,0.5346,TRUE,accuracy
ta5t,355,2,2,0.4288,TRUE,neutral
ta5t,356,1,1,0.4326,TRUE,accuracy
ta5t,357,2,2,0.5402,TRUE,neutral
ta5t,358,1,1,0.4638,TRUE,neutral
ta5t,359,2,2,0.3613,TRUE,speed
ta5t,360,2,2,0.6074,TRUE,accuracy
ta5t,361,1,1,0.5718,TRUE,neutral
ta5t,362,1,1,0.5746,TRUE,accuracy
ta5t,363,2,2,0.3319,TRUE,speed
ta5t,364,2,2,0.3779,TRUE,speed
ta5t,365,2,2,0.642,TRUE,accuracy
ta5t,366,2,1,1.2137,FALSE,accuracy
ta5t,367,1,2,0.6838,FALSE,neutral
ta5t,368,1,1,0.5909,TRUE,speed
ta5t,369,1,1,0.3426,TRUE,neutral
ta5t,370,1,1,1.0669,TRUE,accuracy
ta5t,371,1,1,0.4594,TRUE,speed
ta5t,372,1,1,0.4107,TRUE,neutral
ta5t,373,2,2,0.4666,TRUE,neutral
ta5t,374,2,2,0.5752,TRUE,neutral
ta5t,376,2,2,0.7723,TRUE,accuracy
ta5t,377,1,1,0.4854,TRUE,accuracy
ta5t,378,1,2,0.8533,FALSE,speed
ta5t,379,2,2,0.3908,TRUE,neutral
ta5t,380,1,1,0.357,TRUE,speed
ta5t,381,1,1,0.4275,TRUE,accuracy
ta5t,382,2,1,0.4802,FALSE,neutral
ta5t,383,2,2,0.6511,TRUE,accuracy
ta5t,384,1,1,0.5296,TRUE,speed
ta5t,385,1,1,0.4323,TRUE,neutral
ta5t,386,2,2,0.3797,TRUE,speed
ta5t,387,1,1,1.1712,TRUE,accuracy
ta5t,388,2,2,0.4194,TRUE,speed
ta5t,389,2,2,0.7247,TRUE,neutral
ta5t,390,2,2,0.8818,TRUE,accuracy
ta5t,391,1,1,0.3776,TRUE,speed
ta5t,392,1,2,0.4744,FALSE,speed
ta5t,393,2,2,0.5754,TRUE,accuracy
ta5t,394,2,2,1.0111,TRUE,accuracy
ta5t,395,2,2,0.5676,TRUE,speed
ta5t,396,1,1,0.519,TRUE,neutral
ta5t,397,2,2,0.8278,TRUE,neutral
ta5t,398,2,1,0.995,FALSE,neutral
ta5t,399,2,2,1.0474,TRUE,accuracy
ta5t,400,2,2,0.3664,TRUE,speed
ta5t,401,1,1,0.7635,TRUE,accuracy
ta5t,402,2,2,0.4523,TRUE,speed
ta5t,403,1,1,0.4224,TRUE,speed
ta5t,404,2,2,0.675,TRUE,speed
ta5t,405,1,1,0.9843,TRUE,accuracy
ta5t,406,2,1,0.4589,FALSE,neutral
ta5t,407,1,1,0.9939,TRUE,speed
ta5t,408,1,1,0.741,TRUE,speed
ta5t,409,1,1,0.6008,TRUE,accuracy
ta5t,410,1,1,0.4178,TRUE,neutral
ta5t,411,1,1,0.6962,TRUE,neutral
ta5t,412,2,2,0.4603,TRUE,speed
ta5t,413,1,1,0.4703,TRUE,neutral
ta5t,414,2,2,0.4025,TRUE,neutral
ta5t,415,2,2,0.2554,TRUE,speed
ta5t,416,1,1,0.3306,TRUE,speed
ta5t,417,1,1,0.6667,TRUE,neutral
ta5t,418,1,1,0.3155,TRUE,speed
ta5t,419,1,1,0.4978,TRUE,neutral
ta5t,420,2,2,0.3909,TRUE,neutral
ta5t,421,1,2,0.4822,FALSE,speed
ta5t,422,2,2,0.607,TRUE,accuracy
ta5t,423,1,1,0.4745,TRUE,accuracy
ta5t,424,1,1,0.3023,TRUE,speed
ta5t,425,1,1,0.408,TRUE,neutral
ta5t,426,1,1,0.528,TRUE,accuracy
ta5t,427,2,2,0.623,TRUE,neutral
ta5t,428,1,2,0.3092,FALSE,speed
ta5t,429,2,2,0.4122,TRUE,accuracy
ta5t,430,2,2,0.7164,TRUE,accuracy
ta5t,431,1,1,0.6005,TRUE,accuracy
ta5t,432,1,1,0.3146,TRUE,speed
ta5t,433,2,2,0.3596,TRUE,speed
ta5t,434,1,2,0.4361,FALSE,speed
ta5t,435,2,2,0.544,TRUE,accuracy
ta5t,436,2,2,0.3661,TRUE,speed
ta5t,437,1,1,0.5104,TRUE,neutral
ta5t,438,2,2,0.5345,TRUE,accuracy
ta5t,439,2,1,0.3967,FALSE,speed
ta5t,440,1,1,0.537,TRUE,accuracy
ta5t,441,2,2,0.779,TRUE,accuracy
ta5t,442,1,1,0.3697,TRUE,speed
ta5t,444,1,1,0.4564,TRUE,accuracy
ta5t,445,1,1,0.3227,TRUE,speed
ta5t,446,2,2,0.5809,TRUE,accuracy
ta5t,447,2,2,0.619,TRUE,accuracy
ta5t,448,1,1,0.3184,TRUE,speed
ta5t,449,2,2,0.5359,TRUE,accuracy
ta5t,450,2,2,0.6123,TRUE,accuracy
ta5t,451,2,2,0.3687,TRUE,neutral
ta5t,452,1,1,0.6946,TRUE,accuracy
ta5t,453,2,1,0.311,FALSE,speed
ta5t,454,1,1,0.6226,TRUE,accuracy
ta5t,455,1,1,0.5567,TRUE,accuracy
ta5t,456,2,2,0.3986,TRUE,speed
ta5t,457,1,1,0.6316,TRUE,accuracy
ta5t,458,1,1,0.3187,TRUE,speed
ta5t,459,1,1,0.4339,TRUE,speed
ta5t,460,2,2,0.283,TRUE,speed
ta5t,461,2,2,0.6439,TRUE,neutral
ta5t,462,1,1,0.4629,TRUE,accuracy
ta5t,463,1,1,0.4957,TRUE,neutral
ta5t,464,1,1,0.433,TRUE,accuracy
ta5t,465,1,1,0.305,TRUE,speed
ta5t,466,2,2,0.4173,TRUE,speed
ta5t,467,1,1,0.7185,TRUE,accuracy
ta5t,468,2,2,0.6255,TRUE,accuracy
ta5t,469,1,1,0.5463,TRUE,neutral
ta5t,470,2,2,0.4063,TRUE,accuracy
ta5t,471,2,1,0.3077,FALSE,speed
ta5t,472,1,1,0.4767,TRUE,speed
ta5t,473,2,2,0.5477,TRUE,neutral
ta5t,474,2,2,0.5491,TRUE,accuracy
ta5t,475,2,2,0.5402,TRUE,speed
ta5t,476,1,2,0.317,FALSE,speed
ta5t,477,1,1,0.4814,TRUE,accuracy
ta5t,478,2,1,0.4909,FALSE,speed
ta5t,479,1,1,0.6577,TRUE,neutral
ta5t,480,2,2,0.3427,TRUE,speed
ta5t,481,2,1,0.3894,FALSE,speed
ta5t,482,1,1,0.4456,TRUE,accuracy
ta5t,483,1,1,0.5911,TRUE,accuracy
ta5t,484,1,1,0.2692,TRUE,speed
ta5t,485,2,2,0.4257,TRUE,speed
ta5t,486,2,2,0.3132,TRUE,speed
ta5t,487,2,2,0.5789,TRUE,accuracy
ta5t,488,1,1,0.4369,TRUE,speed
ta5t,489,1,1,0.6038,TRUE,accuracy
ta5t,490,2,2,0.3076,TRUE,speed
ta5t,491,1,1,0.4797,TRUE,neutral
ta5t,492,1,1,0.4326,TRUE,accuracy
ta5t,493,1,1,0.5608,TRUE,neutral
ta5t,494,1,1,0.3994,TRUE,neutral
ta5t,495,1,1,0.5719,TRUE,accuracy
ta5t,496,1,1,0.524,TRUE,accuracy
ta5t,497,1,1,0.2927,TRUE,speed
ta5t,498,2,2,0.505,TRUE,speed
ta5t,499,2,2,0.3905,TRUE,accuracy
ta5t,500,2,2,0.3459,TRUE,speed
ta5t,501,1,1,0.4501,TRUE,accuracy
ta5t,502,2,2,0.3186,TRUE,speed
ta5t,503,1,1,0.3544,TRUE,accuracy
ta5t,504,1,2,0.83,FALSE,speed
ta5t,505,1,1,0.3586,TRUE,neutral
ta5t,506,1,1,0.5877,TRUE,accuracy
ta5t,507,2,2,0.5168,TRUE,neutral
ta5t,508,1,1,0.5433,TRUE,neutral
ta5t,509,1,1,0.5947,TRUE,accuracy
ta5t,510,1,1,0.3403,TRUE,speed
ta5t,511,1,1,0.3625,TRUE,speed
ta5t,512,2,2,0.6408,TRUE,accuracy
ta5t,513,2,2,0.5022,TRUE,neutral
ta5t,514,1,2,0.3033,FALSE,speed
